Strategy,Portfolio_Annual_Return,Portfolio_Annual_Vol,Portfolio_Sharpe,Portfolio_Max_DD,Benchmark_Annual_Return,Benchmark_Annual_Vol,Benchmark_Sharpe,Benchmark_Max_DD,Excess_Return,Sharpe_Improvement
Classic,-0.04133608450193229,0.2996113838140501,-0.13796566731118265,-0.2877288131395013,0.19906588151930746,0.19544461552413916,1.018528348736837,-0.17206229479052126,-0.24040196602123975,-1.1564940160480197
FactorModel,0.17750292028435313,0.22392671759403532,0.7926830803913022,-0.19709449174867594,0.19906588151930746,0.19544461552413916,1.018528348736837,-0.17206229479052126,-0.021562961234954325,-0.22584526834553487
